qualification_id,call_id,lead_id,interest_type,target_state,target_city,budget_min,budget_max,timeline_months,pre_approval_status,desired_property_type,move_in_timeline,property_address,estimated_value,reason_for_selling,listing_timeline,agent_matched,created_at
8392516c-6ec2-4d7b-b020-06f5e5c9572d,43e3643e-2b83-45b9-bf37-34be94fecae0,c96ab3cd-ce8f-4b1b-b0a3-f76725826bfa,seller,GA,South Karenmouth,600000,900000,12,,,,"9417 Waters Turnpike Suite 250, Wrighttown, MD 47184",612072.0,Estate Sale,1-3 months,False,2026-02-18T07:25:42.520325
c0c8a584-d5a0-4dfb-8e8b-04b3d74b482b,65cc410f-37a8-4762-bd3b-039804663b85,f3249226-367d-4852-9094-3cf8bd33f919,buyer,MI,West Ruben,400000,600000,1,Not Started,Townhouse,ASAP,,,,,False,2026-03-17T17:10:34.520325
c0d89011-776b-494d-a7a6-a7157971bd40,7ffb21e3-e8cb-4339-b3cd-ac361742b4d5,c733c46c-7333-4a9f-b323-ac55acdf740c,buyer,AZ,Carloston,400000,600000,24,In Progress,Condo,3-6 months,,,,,True,2026-06-30T08:17:56.520325
43f1a006-7474-4800-989e-242b3226fb37,b391af39-6350-463c-8b32-a54ec224b740,1538844d-1993-4127-923e-58f5d29e52c9,seller,MI,Port Heatherchester,900000,1500000,1,,,,"2215 Rowland Lane, Scottborough, PR 83738",1101369.0,Estate Sale,Not sure,True,2026-02-14T09:22:55.520325
92e361a2-f7d3-49f2-825a-a6ea27837051,b19e2fd3-7b29-489a-b436-2d956ac8b365,27d78149-47d1-4d08-89a7-12c45bfcc8c9,buyer,CT,East John,600000,900000,24,In Progress,Land,6-12 months,,,,,True,2026-02-22T13:42:48.520325
d0580b35-b0fb-4909-b7f3-351c72dfe290,1365b3c3-00ca-4b42-ba3f-34f7b304fc14,0624ef40-b8c1-46e3-90dd-6e4ed35f0ce5,buyer,MA,East David,100000,250000,12,In Progress,Townhouse,6-12 months,,,,,True,2026-04-21T19:17:01.520325
54a1393c-ca83-455c-b03e-ff6657202f4b,e5efeb86-a361-4d47-a540-69f0ac99e07d,a19d0bf9-cb01-4271-8c27-7a1edaaae580,seller,NH,Ballardland,900000,1500000,6,,,,"10303 Wong Run, South Megan, PR 71094",1310893.0,Divorce,3-6 months,True,2026-03-10T22:30:26.520325
8463bb8c-630a-4343-82a0-3521db98d6fc,4a612e42-d963-4ba2-80b0-d2ddf85b265f,1c97c979-cd63-4ea1-82ff-b1daa93afd2a,seller,HI,Marquezstad,250000,400000,1,,,,"384 Wolfe Parkway Apt. 056, Ramirezborough, PW 18475",306739.0,Downsizing,1-3 months,True,2026-02-02T19:44:27.520325
1e37eded-1df7-41dc-b49c-1158e78304af,e59355de-d440-40c3-9a40-a2fbb4d29a9c,af26996d-7169-4fb8-bcca-7a8fdf200cd3,buyer,NJ,Wilsonton,400000,600000,12,Approved,Townhouse,3-6 months,,,,,True,2026-04-10T04:41:36.520325
1f1c0103-ff52-42ed-8f4c-820de1742599,89ce36b1-172b-48b7-985d-58d4f35c97b8,af26996d-7169-4fb8-bcca-7a8fdf200cd3,buyer,NJ,Wilsonton,400000,600000,12,Approved,Townhouse,3-6 months,,,,,True,2026-03-13T22:07:28.520325
15f39c60-b30f-4c65-a31c-27e96faddc44,7fbea24f-5031-4276-853f-0d44ec32071b,ac10b50e-f1ca-44a3-86f7-d30bccb720bb,seller,LA,South Sophia,100000,250000,12,,,,"8951 Michelle Parkways, New Jenniferstad, MN 03864",139764.0,Downsizing,Not sure,True,2026-05-07T21:30:38.520325
d85f9ff9-199b-4ed3-b721-baaf59e92657,561bdbc4-695b-4fc3-b365-b75541d7f5ff,a497929b-4d23-4749-83db-d8b0782105a4,buyer,RI,New Mark,1500000,5000000,24,In Progress,Condo,1-3 months,,,,,True,2026-06-07T13:28:05.520325
09edfd42-25e0-481b-b0c1-1260b8533b23,e22609d6-04c8-4c2c-9bdb-244b24b8b18e,f2a1ea8c-2e9b-4141-849a-611048a451e7,seller,TN,Angelaport,900000,1500000,3,,,,"55732 Mcdonald Mount, Masonview, KS 79618",1235876.0,Relocation,Not sure,True,2026-04-24T11:52:48.520325
b1b7c71f-a011-4cad-b915-3ef657a763e4,a538dfcf-89e7-4173-8ab4-7e43752d107a,bba25829-129d-453e-9cf0-e557150f1dd5,seller,WA,Andrewview,900000,1500000,6,,,,"USNS Young, FPO AA 00756",1170620.0,Investment,3-6 months,True,2026-06-28T09:35:41.520325
bbc865c0-05c3-4098-8541-2826f1ecc607,1b75ef47-7562-4267-b867-61f47d0fea56,b67e8321-6e89-4de7-8581-8e22286a76ce,seller,SD,Nelsonburgh,600000,900000,24,,,,"PSC 9712, Box 5296, APO AP 59061",814229.0,Upsizing,Within 30 days,True,2026-06-23T08:37:51.520325
64c228f8-b7be-4307-85d6-0a8a05caff13,fb558ab4-3aa6-4a3b-b3f2-3b4a5a81405a,665120f4-a4f2-498b-aa7c-8aab102b0f27,buyer,WI,Port Daniel,400000,600000,24,Approved,Commercial,ASAP,,,,,True,2026-05-27T12:19:05.520325
6d50b101-f668-4f94-b6de-23b1e99df3eb,d7ccdd64-5bcf-4e6f-9211-4025fe057fbb,b1cc07e3-dd1e-438c-8e4d-5935f2cbf328,buyer,VA,Raymondville,600000,900000,6,Not Started,Townhouse,1-3 months,,,,,True,2026-05-27T05:31:05.520325
1a83610a-9266-436a-8f2c-37ceb44b540e,dfeef27e-4039-4208-b30f-21b3045d6a97,b3f44074-5238-44c8-9743-8c2ca2b63daa,seller,MI,Careystad,600000,900000,12,,,,"75370 Julia Trace, Erinstad, ID 12293",807971.0,Upsizing,Within 30 days,False,2026-06-19T21:50:22.520325
171345dd-4884-4f44-89f3-3ed2837b81dc,ab3fed91-ed37-42cc-924a-5f6917b60b00,27d78149-47d1-4d08-89a7-12c45bfcc8c9,buyer,CT,East John,600000,900000,24,In Progress,Land,6-12 months,,,,,True,2026-05-16T23:16:51.520325
3a67b742-ac0b-47f1-9762-8704f32b1dc6,73a99b83-3c0b-434b-9b2d-120f71571a1d,6d71c27f-c0ed-421c-9af6-c7e2ea6fb121,seller,SC,Gardnerfurt,900000,1500000,3,,,,"28758 Mcdonald Meadow Suite 667, New Anthonychester, CO 99572",940698.0,Job Change,3-6 months,True,2026-01-29T12:13:27.520325
67fe1be6-48c9-465e-a008-d6f7626bb57e,5e56ab03-d104-47b9-a8e0-b1b11e62da6d,a19d0bf9-cb01-4271-8c27-7a1edaaae580,seller,NH,Ballardland,900000,1500000,6,,,,"10303 Wong Run, South Megan, PR 71094",1310893.0,Divorce,3-6 months,True,2026-02-24T19:41:04.520325
fb4cbf2b-d1b7-4787-a919-5756937fec1a,ab97bfc3-95cc-4a36-a37a-78fd07812441,888ec84e-da04-4d6f-b766-35af40a6ae72,buyer,TX,Melissashire,900000,1500000,6,Not Started,Land,3-6 months,,,,,True,2026-06-06T18:58:37.520325
e0dc601d-3e15-4e14-b9c9-77173f457466,ac2dfd05-35be-4c80-9277-674586e57fac,e32bff32-564d-431a-bdf6-b88c7f30353a,buyer,AL,Stephensonmouth,900000,1500000,6,Not Started,Condo,3-6 months,,,,,True,2026-02-05T15:53:15.520325
88de75af-49a3-462a-abd8-05eec470d8c4,680bae55-6b4d-4e91-a47e-f5ae24d5dbe4,3062703d-49b9-4dfa-a2d6-ab297a6b1517,seller,TX,Porterville,250000,400000,12,,,,"37100 Camacho Mountains Suite 164, Lake Kimberlyside, VT 03610",360539.0,Upsizing,Within 30 days,True,2026-06-09T12:27:22.520325
8d50884c-8fd3-42d2-8379-a8e89ad202aa,4939fd25-ba6f-490f-b917-4617ce87baf6,9391fd8e-b6c3-4276-945e-08847b858517,seller,AL,Wagnerberg,600000,900000,24,,,,"8937 Krystal Place, Erintown, MO 84852",632356.0,Upsizing,3-6 months,True,2026-03-10T00:26:09.520325
2e0288fa-2c93-4655-a722-de2d415af6e9,f094db9f-5936-4fe3-8b85-d0b28705b414,bca31081-d68f-4216-8e21-4e68ef3adc8d,buyer,OK,Santosmouth,250000,400000,12,In Progress,Commercial,6-12 months,,,,,True,2026-02-25T18:48:40.520325
dfcccc9c-3a68-4833-94fe-c86cbe5b8bbf,ec3e9f9c-67aa-40f5-97b2-b4808ca49c83,77cf09a6-0ff8-41ce-94b8-52d49d609ee1,buyer,TX,East Stephaniefort,100000,250000,12,Not Started,Commercial,1-3 months,,,,,True,2026-05-20T08:03:34.520325
973dc22a-9be7-4d77-9c98-5a33c9e5362b,e5d1e74b-1b65-420c-8e81-edc2e56b9b24,af26996d-7169-4fb8-bcca-7a8fdf200cd3,buyer,NJ,Wilsonton,400000,600000,12,Approved,Townhouse,3-6 months,,,,,True,2026-04-25T15:46:28.520325
e5c3ffde-6992-46f0-b5d6-2831201c053a,b7f7789f-4734-45bd-89f4-46940ec1d7d8,04a2ce76-459a-4b36-99f8-203b55e06f21,buyer,MN,East Dawnchester,400000,600000,6,In Progress,Single Family,ASAP,,,,,True,2026-06-18T11:08:15.520325
247c7c9b-96b6-4e61-bd1e-5914c2429c4e,62fa6c78-818c-457d-84fb-930e2732d308,c9a41647-070e-465c-bb32-d110b86b33ce,buyer,WV,Marcfort,100000,250000,12,Approved,Multi-Family,ASAP,,,,,True,2026-06-05T03:53:00.520325
b70f74e5-762a-4770-bd87-8fdbf4d67bea,8623ad67-865c-49bd-9df8-5f357cc45bce,e7bc2fc4-060c-46bb-a766-347c8a74b795,buyer,GA,Port Karenville,1500000,5000000,6,In Progress,Multi-Family,6-12 months,,,,,False,2026-04-10T04:12:26.520325
08418f0c-2fa4-4c85-9e56-760c6eb89cd2,541e2c6d-0456-4977-95af-429e923577a1,ef1dcd7a-f018-4bd1-a4e8-64669dc32abc,seller,CT,South Donald,400000,600000,1,,,,"690 Haynes Roads Suite 026, Cookville, HI 47425",442052.0,Investment,Not sure,False,2026-05-05T16:47:50.520325
63210f9e-6de1-4c33-9794-61b5c5ae2a53,e4adb1cd-bf22-4f2c-b7cf-6fa5dc0137aa,75fbb015-02a7-4392-ac2a-1c9778ef2188,seller,MS,Lake Kristenborough,900000,1500000,24,,,,"7198 Julia Points, Youngport, UT 87597",1316760.0,Divorce,Not sure,True,2026-04-24T14:28:28.520325
cf2f934c-12f4-42cf-af27-ab39640189ca,9bab7657-17d5-45ec-a265-27777d4c3ca2,c96ab3cd-ce8f-4b1b-b0a3-f76725826bfa,seller,GA,South Karenmouth,600000,900000,12,,,,"9417 Waters Turnpike Suite 250, Wrighttown, MD 47184",612072.0,Estate Sale,1-3 months,True,2026-03-13T18:48:48.520325
26649cac-53c8-43f7-9afd-d9f449c765c3,61e7618d-d260-4465-aa02-0924fe9c2b61,6d71c27f-c0ed-421c-9af6-c7e2ea6fb121,seller,SC,Gardnerfurt,900000,1500000,3,,,,"28758 Mcdonald Meadow Suite 667, New Anthonychester, CO 99572",940698.0,Job Change,3-6 months,True,2026-04-09T19:06:54.520325
44751139-9b80-4704-8f40-454f34ec2020,466dc0b7-c7e1-4ab0-abd2-08aa1f6bd29d,535a068c-371d-4562-b1a6-a01b743b016f,buyer,OR,Port Dianemouth,250000,400000,3,Not Started,Multi-Family,6-12 months,,,,,True,2026-03-02T23:27:03.520325
51eac951-35e2-4bcb-8a3a-9cc39188e226,792e0e04-57e3-43bb-85e6-fe59523fcd8b,a19d0bf9-cb01-4271-8c27-7a1edaaae580,seller,NH,Ballardland,900000,1500000,6,,,,"10303 Wong Run, South Megan, PR 71094",1310893.0,Divorce,3-6 months,True,2026-04-19T04:33:51.520325
04000eda-8984-41ee-aaec-27dfa18233dc,7c76328f-e30b-4891-8b42-148344b45096,30555199-30b5-4033-a627-66015e8eab0a,seller,RI,Port John,600000,900000,12,,,,"181 Miller Estates Suite 782, Davisbury, GU 59631",881380.0,Upsizing,Within 30 days,True,2026-04-22T06:59:21.520325
47ae3d6b-7d50-4318-b860-ba1e5bb6c216,5c6c28dc-5833-4b03-8886-2a14684982a2,7f5f3d0a-7200-418a-8198-7dd7adebaba6,buyer,NV,East Elizabethhaven,1500000,5000000,1,Not Started,Condo,6-12 months,,,,,True,2026-04-15T03:29:01.520325
d017a831-9ca0-4b54-adba-9bb7a0696a03,3ea175c1-1ea7-4982-b040-f899d3360840,ce2f8ca4-b137-4f70-808b-2b60f72be57d,seller,KY,New Stephenville,600000,900000,3,,,,"215 Michael Bridge Apt. 446, Michaelfurt, KS 74047",710971.0,Estate Sale,1-3 months,True,2026-04-16T00:17:34.520325
13f47eb2-872f-401a-99b1-8d28bd1524c9,14c6909c-803a-4b75-ad21-3ea48212eecd,a29259f3-3433-4856-b351-07a6f4c8a403,seller,NH,South Christianchester,1500000,5000000,1,,,,"451 Paul Locks, Melissahaven, NH 02121",4684818.0,Divorce,Within 30 days,True,2026-07-01T04:45:26.520325
7f13b925-6485-467c-9b08-5d3ab1e963f5,57083d57-062c-4bc8-8823-12823006d235,535a068c-371d-4562-b1a6-a01b743b016f,buyer,OR,Port Dianemouth,250000,400000,3,Not Started,Multi-Family,6-12 months,,,,,False,2026-07-02T09:37:35.520325
6bad92bd-1f41-425c-ab21-f8d37555007f,305968cf-a505-4711-87e8-f7eb5bc0c41e,3d4a87aa-581c-4a25-b16b-f21510853590,buyer,AK,Davisstad,900000,1500000,12,Not Started,Single Family,3-6 months,,,,,False,2026-02-11T18:34:39.520325
e527c6cb-4dfb-40bb-b137-d0d1a434300d,df5093e5-3cd1-45a5-b5db-37c5aaad434f,c01f1b5d-237b-44e4-b792-43678ff32baa,seller,ND,Janetview,100000,250000,1,,,,"610 Nathan Ranch Suite 279, Maxview, WA 90790",199842.0,Relocation,Within 30 days,True,2026-04-26T20:26:47.520325
a423cb9d-20ce-4578-bcda-7134652b7f54,fe611825-3528-43b8-abcd-aa11d280086c,ac10b50e-f1ca-44a3-86f7-d30bccb720bb,seller,LA,South Sophia,100000,250000,12,,,,"8951 Michelle Parkways, New Jenniferstad, MN 03864",139764.0,Downsizing,Not sure,True,2026-03-22T05:18:33.520325
69ce7d01-5d48-4828-a1fe-3babbde3c2e6,6694e232-4bc8-4c02-aa88-d023c58e6cf1,f6a9a5ae-3d37-463e-a76e-043b271240c5,seller,WA,Heatherburgh,900000,1500000,6,,,,"17518 Acosta Pass, South Andrea, AZ 22899",1270057.0,Estate Sale,3-6 months,True,2026-03-27T14:21:46.520325
0c8ccf47-7ece-48cc-9c4c-7444f72c9d4d,a8b3a47e-0364-4521-a735-f3d496065022,9118917a-f5d4-45dc-8483-44e83ff0999a,buyer,NE,Gonzalezfort,900000,1500000,1,Approved,Condo,1-3 months,,,,,True,2026-02-28T23:17:01.520325
8fc3ffef-0a51-4f44-9c67-345f96bd7b2f,24c4b088-c920-4447-a771-e385edb03d7d,b67e8321-6e89-4de7-8581-8e22286a76ce,seller,SD,Nelsonburgh,600000,900000,24,,,,"PSC 9712, Box 5296, APO AP 59061",814229.0,Upsizing,Within 30 days,False,2026-03-26T13:14:45.520325
30e9ede6-61c7-4f20-961c-ae82a616205d,517ea893-ca89-48dc-9017-595a54eb3292,884e8e40-c515-48a3-84ee-69d7918ce59f,seller,AL,Rodgersmouth,250000,400000,24,,,,"833 Williams Bridge, West Michele, KS 23507",266517.0,Estate Sale,3-6 months,True,2026-05-21T08:15:20.520325
baed3a9a-d1eb-4405-bec6-37ca4b31dbda,55299fc8-c22f-45db-b7cf-4fa9ebfd3f1c,59559ae3-18c4-47cf-8d26-c84d5c375b79,buyer,FL,Stevenfort,400000,600000,6,Approved,Condo,6-12 months,,,,,True,2026-03-28T23:16:19.520325
f8c98243-e1df-41f1-a13f-bc425211705e,972af1fb-08e8-46dd-a501-3362f634a4c8,cbc1290d-6091-4cc3-a2fe-a75f4f32334e,seller,TN,Leebury,1500000,5000000,12,,,,"44375 Bailey Underpass Suite 419, Huangfurt, GU 45738",2205623.0,Investment,1-3 months,True,2026-04-04T14:41:32.520325
122c6508-5b1a-493a-96aa-97bb9c721a8f,f3fcb250-f679-485e-96fd-2a4e2642ff13,c213f7e0-a3c8-404a-977b-f057bc12150d,buyer,OR,Brooksville,400000,600000,12,Approved,Commercial,1-3 months,,,,,True,2026-02-27T23:41:40.520325
ccfb664b-c17e-4426-ae5c-785943793a48,636001c0-ff4c-4356-8891-e6cdd0f011c4,6c081e21-db65-4124-b305-2cfb251b7f22,seller,TN,South Chad,1500000,5000000,3,,,,"Unit 3962 Box 7128, DPO AA 29125",2000609.0,Estate Sale,Not sure,True,2026-03-23T10:19:03.520325
6498bc96-08cd-401d-a0de-1eebc41037f6,477dac10-55c0-46ec-8164-f6dc50fcc3b7,c24e5a8f-5469-48ed-ba37-7ed31a26ca7f,seller,MN,South Allisonfort,100000,250000,24,,,,"0596 Michael Vista, New Shawnfurt, AK 91361",246348.0,Relocation,Within 30 days,True,2026-03-18T02:35:46.520325
28a80465-0152-499d-813d-1974468570e8,0ca1bcb5-1ae9-4d4c-b788-05d258e12d47,b3f44074-5238-44c8-9743-8c2ca2b63daa,seller,MI,Careystad,600000,900000,12,,,,"75370 Julia Trace, Erinstad, ID 12293",807971.0,Upsizing,Within 30 days,True,2026-05-28T19:42:44.520325
0b51f0a4-42ef-4f74-98bf-e6c83b891e82,f5ebdb06-bd06-445d-9944-6839e4a0e59f,5a30de2b-e20e-47f1-a0a1-b6174f0f014e,buyer,FL,Port Charlestown,1500000,5000000,12,Not Started,Commercial,1-3 months,,,,,True,2026-02-08T19:00:35.520325
5d7bda05-83eb-4923-b09b-354c9beb6ed8,42a8f533-1fb4-4f77-9894-f4f56ad284ff,e32bff32-564d-431a-bdf6-b88c7f30353a,buyer,AL,Stephensonmouth,900000,1500000,6,Not Started,Condo,3-6 months,,,,,True,2026-06-15T21:53:33.520325
889314a8-6010-4700-87bd-92ba1a9d0dc3,d847d44b-c4e5-4745-b9d4-7fbfef930d64,c733c46c-7333-4a9f-b323-ac55acdf740c,buyer,AZ,Carloston,400000,600000,24,In Progress,Condo,3-6 months,,,,,True,2026-04-22T05:01:45.520325
6dbf220e-7948-4331-ae01-57a996ebf9ec,d7fc6c11-4fd9-4718-b109-599608b1def8,75262d19-f015-4f34-8513-25f61088e63b,buyer,VT,East Kendra,1500000,5000000,12,Not Started,Multi-Family,1-3 months,,,,,False,2026-05-20T23:35:17.520325
cc37d961-e7ac-422f-b316-dbcb08bff67f,556ff66d-6f69-45ba-9ca8-22c6d02e33a7,db9ae42d-5890-49d8-a284-3194a33769f4,seller,DE,New Amyhaven,400000,600000,6,,,,"8235 Wilson Street, Amyfurt, NC 86601",527538.0,Financial Hardship,Not sure,True,2026-05-04T16:28:53.520325
da169ac4-111f-4f87-98b3-72a299b0be02,dd230475-0eda-46e2-8f9b-c7ba00ce7335,888ec84e-da04-4d6f-b766-35af40a6ae72,buyer,TX,Melissashire,900000,1500000,6,Not Started,Land,3-6 months,,,,,True,2026-02-16T06:26:07.520325
33b507b4-0772-48e6-b2d3-6d3466b52524,5120deb1-8a79-4357-917a-a5cfffebc693,6e1e39e0-f751-4a58-961a-16c48337121e,buyer,ND,Thomasville,900000,1500000,3,Not Started,Single Family,ASAP,,,,,False,2026-07-08T11:12:43.520325
c43523ed-5316-4aa7-ac22-b5fe266c082b,ae5f5893-be2c-4638-83c0-6d727cffefdb,cbc1290d-6091-4cc3-a2fe-a75f4f32334e,seller,TN,Leebury,1500000,5000000,12,,,,"44375 Bailey Underpass Suite 419, Huangfurt, GU 45738",2205623.0,Investment,1-3 months,True,2026-01-25T21:53:20.520325
786ea715-0073-4a23-abec-ef37f8e013c9,1d17e0ea-1566-48c7-9265-be88669325b6,e999f9f1-87a3-434a-bb0b-9d2caafef0ea,seller,NJ,West Denisebury,250000,400000,6,,,,"92836 Catherine Underpass Suite 551, South Robertberg, OK 65276",280224.0,Relocation,Not sure,True,2026-06-06T22:54:57.520325
19f7fbed-97f3-4ff2-be95-7620e99ff5ee,22c353b2-882c-4a52-b291-a49ebc9404b6,f7e1d44b-24ba-43df-b5d6-060cad0ee44b,buyer,NV,New Tracystad,900000,1500000,6,Not Started,Condo,3-6 months,,,,,True,2026-06-12T19:10:29.520325
4b030efb-89c0-45c9-944a-3870bf4fd7ab,b13fa493-5483-4068-989d-eda2b675ea18,46b311bf-44d6-41b9-91be-27cb4b118c17,buyer,AR,South Feliciaton,1500000,5000000,6,In Progress,Land,1-3 months,,,,,True,2026-03-11T10:24:06.520325
e227969f-e57f-4264-9530-1e62b175a993,e1973772-6549-46f6-833b-08da882ee1c5,08b6e978-35a5-4dad-9fc5-d4a41d707368,seller,VA,Hardingberg,600000,900000,3,,,,"33682 Robinson Fords, Lake Barbara, AL 49031",758822.0,Job Change,Within 30 days,True,2026-04-25T01:55:43.520325
01eed7ce-a2d2-4dfe-aa22-44f904e2f094,a58b3cd3-5b7e-48a7-b369-732446b9fa54,ee56605e-a267-434a-b15c-dbc558b1fb08,seller,SC,Jasminestad,1500000,5000000,12,,,,"5535 Jones Square Apt. 538, North Tina, WY 67013",4012873.0,Relocation,3-6 months,False,2026-02-22T18:52:07.520325
e9f7c319-50c1-40c7-a629-eab1e9b8f8ee,ec409be9-fa7c-48c9-ad28-a2e933750ada,3062703d-49b9-4dfa-a2d6-ab297a6b1517,seller,TX,Porterville,250000,400000,12,,,,"37100 Camacho Mountains Suite 164, Lake Kimberlyside, VT 03610",360539.0,Upsizing,Within 30 days,True,2026-04-23T06:21:09.520325
267caf54-ca72-47a7-a2d3-fbeedfdb92e3,032a4faf-9feb-40d9-aa89-457898e04324,27d78149-47d1-4d08-89a7-12c45bfcc8c9,buyer,CT,East John,600000,900000,24,In Progress,Land,6-12 months,,,,,True,2026-06-30T08:57:38.520325
6e54119c-815b-49dc-b019-5ea15cc622ba,0a61f430-eb6d-4bbe-854c-de098ead6ef9,04a2ce76-459a-4b36-99f8-203b55e06f21,buyer,MN,East Dawnchester,400000,600000,6,In Progress,Single Family,ASAP,,,,,True,2026-06-18T23:14:29.520325
68c2e078-8f22-4434-b566-6643c327390f,76a0c9d7-c37d-4d61-b011-7d1c9cb102c4,04a2ce76-459a-4b36-99f8-203b55e06f21,buyer,MN,East Dawnchester,400000,600000,6,In Progress,Single Family,ASAP,,,,,True,2026-05-29T23:43:53.520325
f1d7ca1b-d52b-4395-a827-f16b1d4e8398,bbcc7866-f569-42cc-90c7-5959f4b70f74,3062703d-49b9-4dfa-a2d6-ab297a6b1517,seller,TX,Porterville,250000,400000,12,,,,"37100 Camacho Mountains Suite 164, Lake Kimberlyside, VT 03610",360539.0,Upsizing,Within 30 days,False,2026-03-27T00:33:48.520325
26f29508-f933-4c66-9efe-49b1320c8f10,904a4c24-4cc5-4c6f-b551-9e1551c257cf,a19d0bf9-cb01-4271-8c27-7a1edaaae580,seller,NH,Ballardland,900000,1500000,6,,,,"10303 Wong Run, South Megan, PR 71094",1310893.0,Divorce,3-6 months,True,2026-06-24T23:10:09.520325
9395a248-3c9a-4142-b5d5-6115c7c8b07a,5ab0dbde-63f5-4426-b471-7fb9788be4d8,f7e1d44b-24ba-43df-b5d6-060cad0ee44b,buyer,NV,New Tracystad,900000,1500000,6,Not Started,Condo,3-6 months,,,,,True,2026-03-07T23:44:49.520325
65e47f8e-8954-4b8a-bc5b-6ec3ac8032d9,df1a16f8-1ee5-45b7-ade4-c5c7c36fd25f,aa05c4b5-51e7-44c8-80dd-dfd972684659,seller,WY,South Andre,400000,600000,6,,,,"8173 Ray Fort Suite 579, Lake Lanceberg, AS 83065",574125.0,Investment,Not sure,True,2026-02-14T04:11:51.520325
fd9ca8a4-db7f-4118-94bf-74b301c754f2,dd0e5a9a-8723-412f-9900-7e8fe355487a,8bfa1798-c526-4176-8b94-0771a8b27503,seller,SD,West Scottchester,100000,250000,12,,,,"4381 Jordan Haven Suite 840, South Tracey, AR 01508",166492.0,Upsizing,3-6 months,True,2026-03-08T22:43:33.520325
d21e4690-85c0-4c60-93ce-7998e5fa2e65,8acc03fc-94f8-44b7-8ff8-fe1d4ba70872,8eb99ca8-69b0-404e-a96f-b45f1a834379,seller,OK,Port Brooke,900000,1500000,24,,,,"7242 Marsh Flat Apt. 652, Waltershire, IN 03218",1176502.0,Financial Hardship,Not sure,True,2026-02-18T14:34:24.520325
454367d3-b1c1-47ad-9665-9b6aaff25c55,8e06c713-de54-4ffa-8f83-f8e05d41b101,369bbb08-8367-4b85-a931-e9c7f5fa8d17,seller,KS,West Valerie,250000,400000,12,,,,"05485 Mclean Creek, Taylorland, MD 96504",355980.0,Upsizing,3-6 months,True,2026-06-28T17:21:08.520325
e83e5e0f-8836-45a0-9a34-f6d646fdfa7c,44a5d588-e4dc-40a9-9aad-7d94e09390a1,d757f9db-747d-48b8-bc46-c218e6f86bec,seller,RI,Porterton,1500000,5000000,24,,,,"8729 Mark Ridge Suite 269, Brittneyhaven, MP 67310",1805279.0,Divorce,1-3 months,True,2026-06-04T18:08:27.520325
20cc30ff-c36b-4032-a04b-1ce2e9eab564,8d783e4b-6239-492a-8836-9abb3d0ea5ec,eefaa962-8fd4-4b90-80d3-0daa6deaaf18,buyer,ID,Brandonview,400000,600000,3,In Progress,Townhouse,ASAP,,,,,True,2026-01-27T08:11:36.520325
6d255cd1-40d1-407b-af28-352e3a331739,6043c3c2-8e6f-4b25-a6b2-d33cb6623bf3,6bda2293-8d09-4443-861f-2bd9a55aa4a3,seller,MN,New Raymondland,900000,1500000,6,,,,"227 Tony Run Apt. 898, East Charles, WI 56870",1107772.0,Downsizing,Not sure,True,2026-03-04T06:05:46.520325
119d237e-5a96-44f1-8aca-2b158598bca8,1fac0f71-6dce-40c0-8289-7a52a339420e,7df6926e-0736-4457-a5b0-9b2f88d21a1a,seller,PA,West Shelbyborough,250000,400000,24,,,,"45506 Ryan Coves, Simsfort, NE 74081",284253.0,Relocation,Within 30 days,True,2026-07-10T18:23:09.520325
569dcb28-fd0d-46ee-8c67-8f687e966ab3,628a19c0-c24f-4c16-8d5f-692542173eaa,012d32ad-f34d-4c18-b05f-1eceed2d2052,seller,OK,New Derekfort,1500000,5000000,24,,,,"90534 Carter Walks Apt. 042, Lisaberg, KY 45057",3208999.0,Upsizing,1-3 months,True,2026-03-05T02:11:21.520325
d5b5d3e0-ede6-46db-afdc-83a052c6bdbf,5fc59440-cb91-49d6-8407-739bd5270380,349dd27a-240e-4ed1-942e-8fe525197cf0,seller,IN,West Stevenland,900000,1500000,24,,,,"11212 Garza Brooks Apt. 035, Millerbury, ME 89746",1239492.0,Relocation,1-3 months,True,2026-01-30T06:45:26.520325
def66b5e-ad49-4472-ab42-296ccf537956,f76d0e1b-b06b-449b-9999-b471198343b4,c106564a-9315-4d06-91e7-0871ea30f8f3,seller,UT,Lake Robertfort,900000,1500000,3,,,,"9342 Lisa Prairie, Lake Johnton, IN 33268",1178961.0,Downsizing,Not sure,True,2026-01-19T18:40:05.520325
a07285e1-9f6f-4994-8149-5692c680c8f0,e4b06e45-20b1-464c-910a-36ef94e0d30e,d9fb4c10-17ce-491f-9d07-1d37aefbc4fd,seller,OR,Coryside,100000,250000,12,,,,"6731 Anderson Track, South Kerri, MH 37619",232176.0,Investment,Not sure,True,2026-03-26T22:11:13.520325
13cab0af-52f5-4fb2-939a-dc7af2b3858d,e0c54a37-fa22-4f1c-8163-44ca6777206e,0d51a41f-61b2-4235-9add-6f9cfd56e069,buyer,AR,North Douglas,250000,400000,12,Approved,Townhouse,6-12 months,,,,,True,2026-06-13T15:36:06.520325
fae9c97f-437b-477b-b12f-d6f619ac88e7,1a23460b-9265-429a-bc67-997d4783b14f,dd7da5ce-cd0b-46ea-a180-5c9c584a2c22,buyer,MA,Rasmussenmouth,400000,600000,3,Not Started,Multi-Family,3-6 months,,,,,True,2026-07-15T09:32:42.520325
